Aesthetic Appreciation and Spanish Art : ||| ADJ NOUN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
City Hall Information Center ( Módulo de Información Turística Palacio Municipal ) Calle 62 between 61 and 63 ( inside the Palacio del Gobierno left of the main entrance ) , ☎ + 529999420000 x 80119 . ||| PROPN PROPN PROPN PROPN PUNCT X X X X X X PUNCT X NUM ADP NUM CCONJ NUM PUNCT ADP DET X X X ADV ADP DET ADJ NOUN PUNCT PUNCT SYM SYM NUM SYM NUM PUNCT ||| SHIFT SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT SHIFT REDUCE_R_nummod SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_parataxis SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_punct SHIFT SHIFT REDUCE_R_flat REDUCE_R_flat SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_advmod SHIFT REDUCE_R_punct REDUCE_R_nmod SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_dep SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat REDUCE_R_dep REDUCE_R_parataxis SHIFT REDUCE_R_punct
Daily 08:00 - 20:00 , Su 08:00 - 14:00 . ||| ADV NUM SYM NUM PUNCT PROPN NUM SYM NUM PUNCT ||| SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_conj SHIFT REDUCE_R_punct
08:00 - 20:00 . ||| NUM SYM NUM PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_punct
Phoenix ||| PROPN ||| SHIFT
Phoenix is the capital of the state of Arizona as well as the most populous city in the American Southwest and sixth largest city in the United States . ||| PROPN AUX DET NOUN ADP DET NOUN ADP PROPN ADV ADV ADP DET ADV ADJ NOUN ADP DET ADJ PROPN CCONJ ADV ADJ NOUN ADP DET VERB PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT REDUCE_R_fixed SHIFT REDUCE_R_fixed SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_conj REDUCE_R_conj SHIFT REDUCE_R_punct
Founded in 1871 , it has become the region 's primary political , cultural , economic , and transportation center . ||| VERB ADP NUM PUNCT PRON AUX VERB DET NOUN PART ADJ ADJ PUNCT ADJ PUNCT ADJ PUNCT CCONJ NOUN NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advcl SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_nmod REDUCE_R_xcomp SHIFT REDUCE_R_punct
At an elevation of 1100 ft ( 335 m ) , it is situated in the biologically unique Sonoran Desert . ||| ADP DET NOUN ADP NUM NOUN PUNCT NUM NOUN PUNCT PUNCT PRON AUX VERB ADP DET ADV ADJ PROPN PROPN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_appos REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
Currently exurbs such as Apache Junction , Fountain Hills , Queen Creek , and Sun City are becoming part of this metropolitan area as well . ||| ADV NOUN ADJ ADP PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT CCONJ PROPN PROPN AUX VERB NOUN ADP DET ADJ NOUN ADV ADV PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_R_fixed SHIFT SHIFT REDUCE_L_compound REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_xcomp SHIFT SHIFT REDUCE_R_fixed REDUCE_R_advmod SHIFT REDUCE_R_punct
Phoenix is extremely hot and dry in the summertime , so always have sunscreen with you ! ||| PROPN AUX ADV ADJ CCONJ ADJ ADP DET NOUN PUNCT ADV ADV VERB NOUN ADP PRON PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_advmod REDUCE_L_punct SHIFT REDUCE_R_obj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_parataxis SHIFT REDUCE_R_punct
Understand ||| VERB ||| SHIFT
Why would anybody want to start a city in the middle of a desert ? ||| ADV AUX PRON VERB PART VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_aux REDUCE_L_advmod SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_xcomp SHIFT REDUCE_R_punct
The answer is , surprisingly , agriculture . ||| DET NOUN AUX PUNCT ADV PUNCT NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj SHIFT REDUCE_R_punct
The Salt and Verde Rivers of central Arizona were exploited for large - scale agriculture by Native Americans as early as the 11th century . ||| DET PROPN CCONJ PROPN PROPN ADP ADJ PROPN AUX VERB ADP ADJ PUNCT NOUN NOUN ADP ADJ PROPN ADV ADV ADP DET ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_L_compound SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_advmod SHIFT REDUCE_R_punct
The area that now encompasses Phoenix was a center of the Hohokam culture , which built large canal systems and a network of towns and villages , whose remains may be viewed in the city to this day . ||| DET NOUN PRON ADV VERB PROPN AUX DET NOUN ADP DET PROPN NOUN PUNCT PRON VERB ADJ NOUN NOUN CCONJ DET NOUN ADP NOUN CCONJ NOUN PUNCT PRON NOUN AUX AUX VERB ADP DET NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT REDUCE_R_obj REDUCE_R_acl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cc SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_nmod REDUCE_R_conj REDUCE_R_obj REDUCE_R_acl REDUCE_R_nmod SHIFT REDUCE_R_punct
White settlers discovered the remnants of the Hohokam culture in the 19th century . ||| ADJ NOUN VERB DET NOUN ADP DET PROPN NOUN ADP DET ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
The city 's name reflects its history as a city " reborn from the ashes " of the previous settlement . ||| DET NOUN PART NOUN VERB PRON NOUN ADP DET NOUN PUNCT ADJ ADP DET NOUN PUNCT ADP DET ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_amod REDUCE_R_obl SHIFT REDUCE_R_punct
European - American settlement of the area commenced in the 1860s , and in 1911 the completion of the first of several large reservoirs in the mountains north and east of Phoenix insured its success as a center for irrigation - based agriculture . ||| ADJ PUNCT ADJ NOUN ADP DET NOUN VERB ADP DET NOUN PUNCT CCONJ ADP NUM DET NOUN ADP DET ADJ ADP ADJ ADJ NOUN ADP DET NOUN ADV CCONJ ADV ADP PROPN VERB PRON NOUN ADP DET NOUN ADP NOUN PUNCT VERB NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_amod SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_advmod REDUCE_R_nmod REDUCE_R_obl REDUCE_R_nmod SHIFT REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj REDUCE_R_conj SHIFT REDUCE_R_punct
Many tens of thousands of acres were planted in citrus and cotton and other crops , and for many years , intensive , year - round irrigated agriculture formed the basis of the economy . ||| ADJ NOUN ADP NOUN ADP NOUN AUX VERB ADP NOUN CCONJ NOUN CCONJ ADJ NOUN PUNCT CCONJ ADP ADJ NOUN PUNCT ADJ PUNCT NOUN PUNCT ADJ ADJ NOUN VERB DET NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_amod SHIFT REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_cc SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_conj SHIFT REDUCE_R_punct
Recent years are seeing a revival , and trendy hotels , bars , shops and restaurants are making it a place to be again . ||| ADJ NOUN AUX VERB DET NOUN PUNCT CCONJ ADJ NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN AUX VERB PRON DET NOUN PART VERB ADV PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_cc SHIFT REDUCE_R_obj SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_mark SHIFT REDUCE_R_advmod REDUCE_R_acl REDUCE_R_xcomp REDUCE_R_conj SHIFT REDUCE_R_punct
Warm and sunny winter weather also ensured a thriving tourism industry , and encouraged many Easterners and Midwesterners to relocate to Phoenix . ||| ADJ CCONJ ADJ NOUN NOUN ADV VERB DET ADJ NOUN NOUN PUNCT CCONJ VERB ADJ NOUN CCONJ NOUN PART VERB ADP PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_xcomp REDUCE_R_conj SHIFT REDUCE_R_punct
High - tech industry began to flourish after World War II , and since that time the growth of Phoenix has been explosive . ||| ADJ PUNCT NOUN NOUN VERB PART VERB ADP PROPN PROPN NUM PUNCT CCONJ ADP DET NOUN DET NOUN ADP PROPN AUX AUX ADJ PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_mark REDUCE_R_xcomp SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case SHIFT REDUCE_R_dep REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_R_punct
As a result , a population of just over 100,000 in 1950 has given way to a 2014 estimate of 1,537,058 ( with the metro area estimated at 4,489,109 ) . ||| ADP DET NOUN PUNCT DET NOUN ADP ADV ADV NUM ADP NUM AUX VERB NOUN ADP DET NUM NOUN ADP NUM PUNCT ADP DET NOUN NOUN VERB ADP NUM PUNCT PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_advmod REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl SHIFT REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_acl SHIFT REDUCE_R_punct REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct
Climate ||| NOUN ||| SHIFT
Phoenix has an arid climate with long , hot summers and very mild winters . ||| PROPN VERB DET ADJ NOUN ADP ADJ PUNCT ADJ NOUN CCONJ ADV ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obj SHIFT REDUCE_R_punct
It has the highest average temperature of any metropolitan area in the States . ||| PRON VERB DET ADJ ADJ NOUN ADP DET ADJ NOUN ADP DET PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj SHIFT REDUCE_R_punct
The weather varies enormously from one season to the next . ||| DET NOUN VERB ADV ADP NUM NOUN ADP DET ADJ PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_L_nsubj SHIFT REDUCE_R_advmod SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct
While it 's not as cold as in the northern states during the winter , it does freeze sometimes , and temperatures in the 30s ° F ( that 's around or slightly above 0 ° C ) are not unheard of . ||| SCONJ PRON AUX PART ADV ADJ SCONJ ADP DET ADJ NOUN ADP DET NOUN PUNCT PRON AUX VERB ADV PUNCT CCONJ NOUN ADP DET NOUN NOUN PROPN PUNCT PRON AUX ADV CCONJ ADV ADP NUM NOUN PROPN PUNCT AUX PART ADJ ADP PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_mark REDUCE_R_advcl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advcl SHIFT REDUCE_R_advmod SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_compound SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_L_advmod SHIFT REDUCE_L_nummod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_punct SHIFT REDUCE_R_compound SHIFT REDUCE_R_punct REDUCE_R_parataxis REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT REDUCE_R_obl REDUCE_R_conj SHIFT REDUCE_R_punct
In the summer , very hot and dry heat is the norm . ||| ADP DET NOUN PUNCT ADV ADJ CCONJ ADJ NOUN AUX DET NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_nmod SHIFT REDUCE_R_punct
On the hottest days , it can get up to 115 ° F ( 46 ° C ) or more . ||| ADP DET ADJ NOUN PUNCT PRON AUX VERB ADP ADP NUM NOUN PROPN PUNCT NUM NOUN PROPN PUNCT CCONJ ADJ PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl SHIFT REDUCE_R_compound SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_case SHIFT REDUCE_R_compound SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_punct SHIFT REDUCE_R_compound SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl SHIFT REDUCE_R_punct
Monsoon rains with lightning occur regularly from July to September during the late afternoon and evening , occasionally overnight also . ||| NOUN NOUN ADP NOUN VERB ADV ADP PROPN ADP PROPN ADP DET ADJ NOUN CCONJ NOUN PUNCT ADV ADV ADV PUNCT ||| SHIFT SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_L_nsubj SHIFT REDUCE_R_advmod SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl SHIFT SHIFT REDUCE_L_punct REDUCE_R_advmod SHIFT REDUCE_R_advmod SHIFT REDUCE_R_advmod SHIFT REDUCE_R_punct
April is the most ideal month . ||| PROPN AUX DET ADV ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT REDUCE_R_punct
In some neighborhoods , cicada insects make loud sounds from sunset to sunrise . ||| ADP DET NOUN PUNCT NOUN NOUN VERB ADJ NOUN ADP NOUN ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_compound SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT REDUCE_L_amod REDUCE_R_obj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
Talk ||| VERB ||| SHIFT
English is the dominant language in Phoenix . ||| PROPN AUX DET ADJ NOUN ADP PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_punct
However , like much of the Southwest with a large Hispanic population , Spanish is very widely spoken in Phoenix . ||| ADV PUNCT ADP ADV ADP DET PROPN ADP DET ADJ ADJ NOUN PUNCT PROPN AUX ADV ADV VERB ADP PROPN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_advmod SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
